,avg_exo_card,tw,exo_dag,avg_indegree,dag,num_exo_vars,exo_cc,endo_dag,exo_tw,endo_tw,endo_cc,avg_endo_indegree,datasize_obs,max_exo_card,markovianity,ratio,num_vars,num_endo_vars,max_indegree
0,3.5,3.0,([0  1  2  3  4  5  6  7  8]  [(6 1)  (0 2)  (7 3)  (0 4)  (8 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(4 1)  (6 1)  (0 2)  (2 3)  (4 3)  (7 3)  (0 4)  (2 4)  (3 5)  (8 5)]),4,[0][6][7][8],([1  2  3  4  5]  [(4 1)  (2 3)  (4 3)  (2 4)  (3 5)]),1,2.0,[2 4][1][3][5],1.0,1000,4,1,0.9282146325985772,9,5,4
0,8.5,3.0,([0  1  2  3  4  5  6  7  8]  [(7 0)  (2 3)  (1 4)  (8 5)  (1 6)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(4 0)  (6 0)  (7 0)  (2 3)  (1 4)  (3 4)  (6 5)  (8 5)  (1 6)  (3 6)  (4 6)]),4,[7][1][2][8],([0  3  4  5  6]  [(4 0)  (6 0)  (3 4)  (6 5)  (3 6)  (4 6)]),1,2.0,[0][4 6][3][5],1.2,1500,16,1,0.9972436455743644,9,5,5
0,5.25,3.0,([0  1  2  3  4  5  6  7  8]  [(7 0)  (3 1)  (8 2)  (6 4)  (3 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(5 0)  (7 0)  (0 1)  (3 1)  (1 2)  (8 2)  (1 4)  (2 4)  (6 4)  (3 5)]),4,[7][3][8][6],([0  1  2  4  5]  [(5 0)  (0 1)  (1 2)  (1 4)  (2 4)]),1,2.0,[0][1 5][2][4],1.0,1000,8,1,0.9929321963234208,9,5,4
0,4.0,2.0,([0  1  2  3  4]  [(2 0)  (2 3)  (1 4)]),1.0,([0  1  2  3  4]  [(2 0)  (4 0)  (0 3)  (2 3)  (1 4)]),2,[2][1],([0  3  4]  [(4 0)  (0 3)]),1,1.0,[0 3][4],0.6666666666666666,1000,6,1,0.9984783880785004,5,3,3
0,21.2,4.0,([0  1  2  3  4  5  6  7  8  9  10]  [(8 2)  (9 3)  (1 4)  (0 5)  (0 6)  (10 7)]),1.3636363636363635,([0  1  2  3  4  5  6  7  8  9  10]  [(4 2)  (8 2)  (5 3)  (6 3)  (9 3)  (1 4)  (0 5)  (2 5)  (0 6)  (4 6)  (5 6)  (3 7)  (4 7)  (6 7)  (10 7)]),5,[0][1][8][9][10],([2  3  4  5  6  7]  [(4 2)  (5 3)  (6 3)  (2 5)  (4 6)  (5 6)  (3 7)  (4 7)  (6 7)]),1,3.0,[5 6][4][2][3][7],1.5,1000,64,1,0.9745769313456344,11,6,5
0,7.2,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 1)  (0 2)  (0 3)  (8 4)  (9 5)  (10 6)]),1.181818181818182,([0  1  2  3  4  5  6  7  8  9  10]  [(4 1)  (6 1)  (7 1)  (0 2)  (0 3)  (2 3)  (5 4)  (8 4)  (2 5)  (9 5)  (3 6)  (5 6)  (10 6)]),5,[0][7][8][9][10],([1  2  3  4  5  6]  [(4 1)  (6 1)  (2 3)  (5 4)  (2 5)  (3 6)  (5 6)]),1,2.0,[2 3][1][4][5][6],1.1666666666666667,1000,16,1,0.9975816615508892,11,6,4
0,5.0,2.0,([0  1  2  3  4]  [(3 0)  (3 1)  (4 2)]),1.0,([0  1  2  3  4]  [(2 0)  (3 0)  (3 1)  (1 2)  (4 2)]),2,[3][4],([0  1  2]  [(2 0)  (1 2)]),1,1.0,[0 1][2],0.6666666666666666,1000,6,1,0.9979243381328204,5,3,3
0,7.0,3.0,([0  1  2  3  4  5  6  7  8  9  10  11]  [(7 0)  (9 1)  (10 2)  (7 4)  (3 5)  (3 6)  (11 8)]),1.25,([0  1  2  3  4  5  6  7  8  9  10  11]  [(1 0)  (2 0)  (7 0)  (5 1)  (6 1)  (9 1)  (5 2)  (10 2)  (7 4)  (3 5)  (2 6)  (3 6)  (5 6)  (2 8)  (11 8)]),5,[7][9][10][3][11],([0  1  2  4  5  6  8]  [(1 0)  (2 0)  (5 1)  (6 1)  (5 2)  (2 6)  (5 6)  (2 8)]),1,3.0,[0 4][1][2][5 6][8],1.1428571428571428,2000,16,1,0.9846945585915652,12,7,5
0,8.0,3.0,([0  1  2  3  4  5  6  7  8]  [(4 0)  (6 1)  (7 2)  (8 3)  (4 5)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(2 0)  (4 0)  (5 0)  (5 1)  (6 1)  (5 2)  (7 2)  (1 3)  (5 3)  (8 3)  (4 5)]),4,[4][6][7][8],([0  1  2  3  5]  [(2 0)  (5 0)  (5 1)  (5 2)  (1 3)  (5 3)]),1,2.0,[0 5][1][2][3],1.2,1000,16,1,0.9988701877380274,9,5,5
0,4.666666666666667,2.0,([0  1  2  3  4  5  6]  [(4 1)  (0 2)  (0 3)  (6 5)]),1.0,([0  1  2  3  4  5  6]  [(4 1)  (0 2)  (1 2)  (0 3)  (2 3)  (3 5)  (6 5)]),3,[0][4][6],([1  2  3  5]  [(1 2)  (2 3)  (3 5)]),1,1.0,[2 3][1][5],0.75,2500,8,1,0.9895399448516456,7,4,3
0,5.0,3.0,([0  1  2  3  4  5  6  7  8]  [(6 0)  (3 1)  (3 2)  (7 4)  (8 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(4 0)  (6 0)  (3 1)  (0 2)  (1 2)  (3 2)  (1 4)  (7 4)  (4 5)  (8 5)]),4,[6][3][7][8],([0  1  2  4  5]  [(4 0)  (0 2)  (1 2)  (1 4)  (4 5)]),1,2.0,[0][1 2][4][5],1.0,1000,8,1,0.9975145744299466,9,5,4
0,8.0,3.0,([0  1  2  3  4  5  6  7  8]  [(0 1)  (6 2)  (7 3)  (8 4)  (0 5)]),1.1111111111111112,([0  1  2  3  4  5  6  7  8]  [(0 1)  (3 2)  (6 2)  (1 3)  (5 3)  (7 3)  (1 4)  (3 4)  (8 4)  (0 5)]),4,[0][6][7][8],([1  2  3  4  5]  [(3 2)  (1 3)  (5 3)  (1 4)  (3 4)]),1,2.0,[1 5][2][3][4],1.0,1000,16,1,0.9955741875755092,9,5,5
0,4.0,2.0,([0  1  2  3  4  5  6]  [(5 0)  (2 1)  (6 3)  (2 4)]),1.0,([0  1  2  3  4  5  6]  [(3 0)  (5 0)  (2 1)  (1 3)  (6 3)  (1 4)  (2 4)]),3,[5][2][6],([0  1  3  4]  [(3 0)  (1 3)  (1 4)]),1,1.0,[0][1 4][3],0.75,1000,4,1,0.999485603458842,7,4,3
0,10.0,3.0,([0  1  2  3  4  5  6  7  8  9]  [(8 0)  (2 1)  (2 3)  (7 4)  (7 5)  (9 6)]),1.2,([0  1  2  3  4  5  6  7  8  9]  [(1 0)  (4 0)  (8 0)  (2 1)  (2 3)  (4 3)  (1 4)  (7 4)  (1 5)  (7 5)  (3 6)  (9 6)]),4,[8][2][7][9],([0  1  3  4  5  6]  [(1 0)  (4 0)  (4 3)  (1 4)  (1 5)  (3 6)]),1,2.0,[0][1 3][4 5][6],1.0,3000,16,1,0.988931065990489,10,6,4
0,6.0,3.0,([0  1  2  3  4  5]  [(1 0)  (2 3)  (1 4)  (2 5)]),1.3333333333333333,([0  1  2  3  4  5]  [(1 0)  (4 0)  (2 3)  (4 3)  (5 3)  (1 4)  (2 5)  (4 5)]),2,[1][2],([0  3  4  5]  [(4 0)  (4 3)  (5 3)  (4 5)]),1,2.0,[0 4][3 5],1.0,1000,8,1,0.9962181365347852,6,4,4
0,9.6,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(8 0)  (5 2)  (1 3)  (9 4)  (10 6)  (1 7)]),1.2727272727272727,([0  1  2  3  4  5  6  7  8  9  10]  [(2 0)  (6 0)  (8 0)  (5 2)  (0 3)  (1 3)  (7 3)  (0 4)  (7 4)  (9 4)  (2 6)  (10 6)  (1 7)  (6 7)]),5,[8][1][5][9][10],([0  2  3  4  6  7]  [(2 0)  (6 0)  (0 3)  (7 3)  (0 4)  (7 4)  (2 6)  (6 7)]),1,2.0,[0][3 7][2][4][6],1.3333333333333333,2000,16,1,0.9934170541602366,11,6,5
0,8.666666666666666,3.0,([0  1  2  3  4  5  6]  [(4 0)  (6 1)  (5 2)  (5 3)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(4 0)  (0 1)  (2 1)  (6 1)  (5 2)  (0 3)  (2 3)  (5 3)]),3,[4][6][5],([0  1  2  3]  [(0 1)  (2 1)  (0 3)  (2 3)]),1,2.0,[0][1][2 3],1.0,1000,16,1,0.996696495400006,7,4,3
0,5.333333333333333,,([0  1  2  3  4  5  6]  [(5 0)  (1 2)  (6 3)  (1 4)]),1.0,([0  1  2  3  4  5  6]  [(2 0)  (5 0)  (1 2)  (0 3)  (4 3)  (6 3)  (1 4)]),3,[5][1][6],([0  2  3  4]  [(2 0)  (0 3)  (4 3)]),1,2.0,[0][2 4][3],0.75,1000,8,1,0.998815633933014,7,4,3
0,8.0,3.0,([0  1  2  3  4  5  6]  [(0 1)  (5 2)  (0 3)  (6 4)]),1.1428571428571428,([0  1  2  3  4  5  6]  [(0 1)  (3 2)  (5 2)  (0 3)  (1 3)  (1 4)  (3 4)  (6 4)]),3,[0][5][6],([1  2  3  4]  [(3 2)  (1 3)  (1 4)  (3 4)]),1,2.0,[1 3][2][4],1.0,2000,16,1,0.9854525709133464,7,4,4
0,9.0,3.0,([0  1  2  3  4]  [(0 1)  (2 3)  (2 4)]),1.2,([0  1  2  3  4]  [(0 1)  (1 3)  (2 3)  (4 3)  (1 4)  (2 4)]),2,[0][2],([1  3  4]  [(1 3)  (4 3)  (1 4)]),1,2.0,[1][3 4],1.0,2500,16,1,0.9808234082569866,5,3,3
0,5.333333333333333,2.0,([0  1  2  3  4  5  6]  [(0 1)  (0 2)  (5 3)  (6 4)]),1.0,([0  1  2  3  4  5  6]  [(0 1)  (0 2)  (4 2)  (4 3)  (5 3)  (1 4)  (6 4)]),3,[0][5][6],([1  2  3  4]  [(4 2)  (4 3)  (1 4)]),1,1.0,[1 2][3][4],0.75,1000,8,1,0.992337916420154,7,4,4
0,9.6,3.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (8 1)  (9 2)  (10 3)  (5 4)  (5 6)]),1.2727272727272727,([0  1  2  3  4  5  6  7  8  9  10]  [(1 0)  (7 0)  (4 1)  (8 1)  (1 2)  (6 2)  (9 2)  (0 3)  (1 3)  (10 3)  (5 4)  (0 6)  (4 6)  (5 6)]),5,[7][8][9][10][5],([0  1  2  3  4  6]  [(1 0)  (4 1)  (1 2)  (6 2)  (0 3)  (1 3)  (0 6)  (4 6)]),1,3.0,[0][1][2][3][4 6],1.3333333333333333,2000,16,1,0.998043446214488,11,6,5
0,10.0,4.0,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (3 1)  (8 2)  (9 4)  (10 5)  (3 6)]),1.2727272727272727,([0  1  2  3  4  5  6  7  8  9  10]  [(7 0)  (3 1)  (4 2)  (6 2)  (8 2)  (0 4)  (6 4)  (9 4)  (0 5)  (4 5)  (6 5)  (10 5)  (0 6)  (3 6)]),5,[7][3][8][9][10],([0  1  2  4  5  6]  [(4 2)  (6 2)  (0 4)  (6 4)  (0 5)  (4 5)  (6 5)  (0 6)]),1,3.0,[0][1 6][2][4][5],1.3333333333333333,1000,16,1,0.9852640200171132,11,6,5
0,11.0,3.0,([0  1  2  3  4  5  6  7  8]  [(3 0)  (6 1)  (7 2)  (8 4)  (3 5)]),1.2222222222222223,([0  1  2  3  4  5  6  7  8]  [(1 0)  (3 0)  (2 1)  (5 1)  (6 1)  (4 2)  (5 2)  (7 2)  (5 4)  (8 4)  (3 5)]),4,[3][6][7][8],([0  1  2  4  5]  [(1 0)  (2 1)  (5 1)  (4 2)  (5 2)  (5 4)]),1,2.0,[0 5][1][2][4],1.2,1000,16,1,0.98343649193451,9,5,4
0,4.0,2.0,([0  1  2  3  4  5  6]  [(0 1)  (5 2)  (6 3)  (0 4)]),0.8571428571428571,([0  1  2  3  4  5  6]  [(0 1)  (3 2)  (5 2)  (4 3)  (6 3)  (0 4)]),3,[0][5][6],([1  2  3  4]  [(3 2)  (4 3)]),1,1.0,[1 4][2][3],0.5,1000,4,1,0.9996834373230185,7,4,3
0,12.0,3.0,([0  1  2  3  4  5  6]  [(4 0)  (4 1)  (5 2)  (6 3)]),1.2857142857142858,([0  1  2  3  4  5  6]  [(1 0)  (4 0)  (4 1)  (0 2)  (1 2)  (5 2)  (1 3)  (2 3)  (6 3)]),3,[4][5][6],([0  1  2  3]  [(1 0)  (0 2)  (1 2)  (1 3)  (2 3)]),1,2.0,[0 1][2][3],1.25,1000,16,1,0.9963903577055152,7,4,4
